track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1pZn8AX1WulW8IO338hE5D,Billie Holiday,Solitude,Blue Moon,65,207826,False,0.64,0.27,8,-11.429,1,0.0702,0.982,0.122,0.141,0.55,124.323,4,Jazz
33jt3kYWjQzqn3xyYQ5ZEh,"Ella Fitzgerald, Louis Armstrong",The Complete Ella And Louis On Verve,Cheek To Cheek,60,354533,False,0.663,0.264,0,-14.571,1,0.0914,0.706,0.0,0.1,0.657,122.482,4,Jazz
10ZirIXPKWSj0aFLOvpDEs,Chet Baker,Columbia Jazz,Autumn Leaves,17,422333,False,0.506,0.447,5,-16.569,0,0.0383,0.797,0.425,0.098,0.596,93.083,4,Jazz
0uPkCpuoERqrkBL06Art50,"John Coltrane, Johnny Hartman",John Coltrane And Johnny Hartman,My One And Only Love,61,295240,False,0.472,0.0676,0,-16.101,1,0.0352,0.963,0.00286,0.14,0.252,114.416,4,Jazz
1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Time Out,Take Five,67,324133,False,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,5,Jazz
0zDVclPMSsjeyvbnqhWOmt,Louis Armstrong,Satchmo Serenades,La vie en rose - Single Version,69,203760,False,0.52,0.0405,0,-16.396,1,0.0663,0.875,0.000301,0.0845,0.28,70.136,4,Jazz
648TTtYB0bH0P8Hfy0FmkL,Nat King Cole,Unforgettable,Unforgettable,68,191973,False,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,3,Jazz
7znjbX9XdoQayIrVNdd50Z,Stan Getz,Getz/Gilberto (Expanded Edition),The Girl From Ipanema,66,320253,False,0.654,0.147,10,-17.844,0,0.039,0.867,0.000923,0.0986,0.472,130.359,4,Jazz
4l9hml2UCnxoNI3yCdL1BW,Chet Baker,Chet Baker Sings,My Funny Valentine,63,141133,False,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,4,Jazz
0E8q2Fx2XuzXCO2NSAppkR,"Duke Ellington, John Coltrane",Duke Ellington & John Coltrane,In A Sentimental Mood,64,255226,False,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0848,0.208,0.281,107.854,4,Jazz
0aWMVrwxPNYkKmFthzmpRi,"Miles Davis, John Coltrane, Bill Evans",Kind Of Blue (Legacy Edition),Blue in Green (feat. John Coltrane & Bill Evans),62,337733,False,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,4,Jazz
4SFBV7SRNG2e2kyL1F6kjU,"Johann Sebastian Bach, Lang Lang",Piano Book (Deluxe Edition),"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",60,139306,False,0.234,0.126,0,-25.427,1,0.0446,0.989,0.896,0.102,0.216,133.998,4,Classical
17i5jLpzndlQhbS4SrTd0B,"Johann Sebastian Bach, Yo-Yo Ma","Bach: Cello Suites Nos. 1, 5 & 6","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",67,152280,False,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,4,Classical
3zLTPuucd3e6TxZnu2dlVS,"Ludwig van Beethoven, Igor Levit","Für Elise, Bagatelle No. 25 in A Minor, WoO 59","Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",63,212066,False,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,3,Classical
0jOnZhF75V68VsBObWx2XO,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",Songs from the Arc of Life,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",64,174266,False,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3,Classical
6pt8oGfiwgidz03nGw1zTb,"Johann Sebastian Bach, David Bell, Berliner Philharmoniker, Herbert von Karajan",Karajan A-Z: Adam - Bartók,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""on the G String""",59,360493,False,0.168,0.0698,2,-27.22,1,0.0471,0.924,0.934,0.126,0.047,112.654,3,Classical
712Pm7DCa8lL8dGZ7LdXQS,"Johann Pachelbel, Sir Neville Marriner, Academy of St. Martin in the Fields",Pachelbel: Canon in D Major,Pachelbel: Canon and Gigue in D Major: Canon,60,300613,False,0.123,0.15,2,-16.647,1,0.035,0.714,0.913,0.103,0.0904,84.183,4,Classical
1upQiytDIEZfl9ItruoXuC,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",Handel Sarabande,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",62,207266,False,0.0939,0.0336,2,-24.041,0,0.0606,0.927,0.83,0.0954,0.0516,67.359,3,Classical
2xizRhme7pYeITbH1NLLGt,"Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",Tchaikovsky: Swan Lake,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",68,166866,False,0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,4,Classical
1cmigB9I6IRpFqjIbzvSQB,"Claude Debussy, Alice Sara Ott","Debussy: Suite bergamasque, L. 75, 3. Clair de lune","Suite bergamasque, L. 75: III. Clair de lune",65,294960,False,0.32,0.00501,1,-33.366,1,0.0455,0.993,0.919,0.0618,0.0383,68.947,5,Classical
5fdp9rXfEixCGLM1Og4EN1,"Erik Satie, Alena Cherny",Gnossienne No. 1,Gnossienne No. 1,62,296480,False,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,4,Classical
7ijOLIYbAqtLsqMpjWYMfL,"Jules Massenet, Nicola Benedetti, London Symphony Orchestra, Daniel Harding",Szymanowski: Violin Concerto No. 1,Méditation from Thaïs,44,337253,False,0.136,0.0686,4,-23.424,0,0.0465,0.873,0.391,0.0911,0.0358,95.406,4,Classical
4J0e4gEqaLQlG5EM0wws1K,"Johann Strauss II, Berliner Philharmoniker, Herbert von Karajan","Strauss, J.: An der schönen blauen Donau (The Blue Danube)","An der schönen blauen Donau, Waltz, Op. 314",58,707173,False,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.601,0.143,0.0936,94.736,4,Classical
1n9741DApqn5gvuxhgerCt,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra","I don't like classical music, but I really like this!",Tales of Hoffmann: Barcarolle,51,215240,False,0.168,0.256,2,-15.549,1,0.0341,0.932,0.175,0.384,0.134,90.072,4,Classical
5OenUWwcUBDltPyN1Hh40D,"Camille Saint-Saëns, Orchestre Symphonique de Montréal, Andrew Wan, Kent Nagano",Halloween Music,"Danse Macabre, Op. 40, R.171",53,442693,False,0.371,0.131,7,-23.899,0,0.0422,0.898,0.925,0.0847,0.0656,106.872,4,Classical
0cqcRqZgkNHanWQ8slYA0v,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",Mahler: Symphony No. 5,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,55,583293,False,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,4,Classical
0k6P9cdEA9K3k0ASde2Kof,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",Aranjuez,Rodrigo: Concierto de Aranjuez: II. Adagio,53,640266,False,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,4,Classical
4rrrn8OLrttq7r9RgNXalU,"Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",Rachmaninov: Piano Concerto No.2,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",60,644272,False,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,4,Classical
3GecLjGMqzjmgkvy2v41Wf,"Franz Liszt, Lise de la Salle",Liszt,"Ständchen in D Minor (After Schubert), S. 560",53,357746,False,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,1,Classical
2u9VGZmVz7Rm01SfDgzcfA,"Franz Liszt, Lang Lang",Liszt - My Piano Hero,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",60,293146,False,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,3,Classical
4FycxLfl7H5CQnqw9J6LXZ,"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",Quirk,Palladio: 1. Allegretto (arr. for Strings Orchestra),58,226880,False,0.53,0.339,2,-16.973,0,0.0419,0.567,0.874,0.102,0.0719,90.041,4,Classical
